what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1367066799413
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1367066799413
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1367066799413
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1367066799414
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1367066799414
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1367066799414
os,sysinfo,,,"linux",1367066799418
arch,sysinfo,,,"x86_64",1367066799418
ws,sysinfo,,,"gtk",1367066799418
locale,sysinfo,,,"en_US",1367066799418
processors,sysinfo,,,"8",1367066799418
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1367066799418
java.runtime.version,sysinfo,,,"1.6.0_18-b18",1367066799418
java.specification.name,sysinfo,,,"Java Platform API Specification",1367066799418
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1367066799418
java.specification.version,sysinfo,,,"1.6",1367066799418
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1367066799418
java.version,sysinfo,,,"1.6.0_18",1367066799418
java.vm.info,sysinfo,,,"mixed mode",1367066799418
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1367066799418
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1367066799418
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1367066799418
java.vm.specification.version,sysinfo,,,"1.0",1367066799418
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1367066799418
java.vm.version,sysinfo,,,"14.0-b16",1367066799418
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1367066812206
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1367066812209
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1367066812237
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1367066812252
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1367066812270
